{ IngredientId = 1, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 664, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 665, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 666, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 667, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 668, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 669, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 670, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 671, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 672, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 673, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 674, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 675, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 676, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 677, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 678, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 679, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 680, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 681, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 682, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 683, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 684, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 685, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 686, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 687, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 688, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 689, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 690, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 691, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 692, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 693, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 694, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 695, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 696, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 697, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 698, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 699, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 700, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 701, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 702, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 703, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 704, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 705, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 706, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 707, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 708, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 709, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 710, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 711, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 712, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 713, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 714, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 715, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 716, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 717, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 718, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 719, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 720, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 721, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 722, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 723, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 724, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 725, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 726, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 727, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 728, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 729, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 730, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 731, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 732, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 733, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 734, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 735, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 736, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 737, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 738, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 739, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 740, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 741, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 742, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 743, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 744, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 745, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 746, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 747, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 748, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 749, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 750, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 751, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 752, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 753, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 754, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 755, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 756, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 757, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 758, OnHandQuantity = 0.141748, UnitCost = 0.00, Value = 0 }
{ IngredientId = 759, OnHandQuantity = 0.085048, UnitCost = 0.00, Value = 0 }
{ IngredientId = 760, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 761, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 762, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 763, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 764, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 765, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 766, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 767, OnHandQuantity = 0.004929, UnitCost = 0.00, Value = 0 }
{ IngredientId = 768, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 769, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 770, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 771, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 772, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 773, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 774, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 775, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 776, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 777, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 778, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 779, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 780, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 781, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 782, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 783, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 784, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 785, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 786, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 787, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 788, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 789, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 790, OnHandQuantity = 2, UnitCost = 0.00, Value = 0 }
{ IngredientId = 791, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 792, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 793, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 794, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 795, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 796, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 797, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 798, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 799, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 800, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 801, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 802, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 803, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 804, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 805, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 806, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 807, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 808, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 809, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 810, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 811, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 812, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 813, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 814, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 815, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 816, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 817, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 818, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 819, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 820, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 821, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 822, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 823, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 824, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 825, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 826, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 827, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 828, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 829, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 830, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 831, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 832, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 833, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 834, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 835, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 836, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 837, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 838, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 839, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 840, OnHandQuantity = 6, UnitCost = 0.00, Value = 0 }
{ IngredientId = 841, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 842, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 843, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 844, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 845, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 846, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 847, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 848, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 849, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 850, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 851, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 852, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 853, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 854, OnHandQuantity = 0.085048, UnitCost = 0.00, Value = 0 }
{ IngredientId = 855, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 856, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 857, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 858, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 859, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 860, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 861, OnHandQuantity = 0.453592, UnitCost = 0.00, Value = 0 }
{ IngredientId = 862, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 863, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 864, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 865, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 866, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 867, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 868, OnHandQuantity = 0.014787, UnitCost = 0.00, Value = 0 }
{ IngredientId = 869, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 870, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 871, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 872, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 873, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 874, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 875, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 876, OnHandQuantity = 15, UnitCost = 0.00, Value = 0 }
{ IngredientId = 877, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 878, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 879, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 880, OnHandQuantity = 4, UnitCost = 0.00, Value = 0 }
{ IngredientId = 881, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 882, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 883, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 884, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 885, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 886, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 887, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 888, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 889, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 890, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 891, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 892, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 893, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 894, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 895, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 896, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 897, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 898, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 899, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 900, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 901, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 902, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 903, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 904, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 905, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 906, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 907, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 908, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 909, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 910, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 911, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 912, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 913, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 914, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 915, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 916, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 917, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 918, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 919, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 920, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 921, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 922, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 923, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 924, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 925, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 926, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 927, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 928, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 929, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 930, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 931, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 932, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 933, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 934, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 935, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 936, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 937, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 938, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 939, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 940, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 941, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 942, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 943, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 944, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 945, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 946, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 947, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 948, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 949, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 950, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 951, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 952, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 953, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 954, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 955, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 956, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 957, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 958, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 959, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 960, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 961, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 962, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 963, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 964, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 965, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 966, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 967, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 968, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 969, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 970, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 971, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 972, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 973, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 974, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 975, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 976, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 977, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 978, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 979, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 980, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 981, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 982, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 983, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 984, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 985, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 986, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 987, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 988, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 989, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 990, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 991, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 992, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 993, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
{ IngredientId = 994, OnHandQuantity = 0, UnitCost = 0.00, Value = 0 }
